date,石門(mm),霞雲(mm),高義(mm),嘎拉賀(mm),玉峰(mm),鎮西堡(mm),巴陵(mm),石門水庫流量(cms),temperature
1982-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.45,6.73
1982-01-02,0.4,1.0,1.0,1.0,1.0,4.0,2.0,20.32,10.63
1982-01-03,1.8,0.0,1.0,1.0,1.0,1.0,0.0,16.38,11.73
1982-01-04,0.4,0.0,0.0,0.0,0.0,0.0,0.0,15.79,8.53
1982-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,4.73
1982-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.87,8.73
1982-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.53,6.43
1982-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,5.63
1982-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,8.93
1982-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,10.53
1982-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,11.53
1982-01-12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.3,10.23
1982-01-13,7.0,10.0,10.0,11.0,8.0,9.0,14.0,10.66,7.73
1982-01-14,22.7,23.0,14.0,17.0,12.0,20.0,15.0,17.03,6.53
1982-01-15,0.4,0.0,0.0,2.0,0.0,1.0,1.0,15.79,6.33
1982-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,3.83
1982-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54,4.63
1982-01-18,0.7,1.0,0.0,1.0,0.0,0.0,0.0,13.23,5.23
1982-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,2.23
1982-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,6.03
1982-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,8.63
1982-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,10.53
1982-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,11.23
1982-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,11.63
1982-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,8.73
1982-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.73
1982-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,4.53
1982-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.53
1982-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,3.23
1982-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,6.63
1982-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,9.03
1982-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,6.33
1982-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,8.53
1982-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,10.53
1982-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,8.93
1982-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,7.13
1982-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,5.63
1982-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.23,7.73
1982-02-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53
1982-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,8.83
1982-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,8.43
1982-02-11,1.6,0.0,0.0,0.0,0.0,0.0,0.0,8.25,6.33
1982-02-12,3.4,1.0,0.0,0.0,0.0,0.0,0.0,8.84,5.43
1982-02-13,27.6,34.0,38.0,40.0,44.0,42.0,36.0,12.39,7.03
1982-02-14,1.6,5.0,8.0,11.0,10.0,18.0,8.0,0.0,5.03
1982-02-15,7.2,6.0,2.0,4.0,2.0,6.0,3.0,15.12,4.93
1982-02-16,8.5,1.0,0.0,0.0,0.0,0.0,0.0,13.4,5.13
1982-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,5.33
1982-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,12.33
1982-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,12.93
1982-02-20,1.1,0.0,0.0,0.0,0.0,0.0,0.0,11.97,11.23
1982-02-21,2.2,0.0,0.0,0.0,0.0,0.0,0.0,11.11,8.33
1982-02-22,3.3,1.0,0.0,0.0,0.0,0.0,0.0,10.14,9.13
1982-02-23,33.9,22.0,9.0,3.0,5.0,4.0,3.0,8.84,10.53
1982-02-24,2.4,5.0,2.0,2.0,1.0,1.0,2.0,16.6,4.23
1982-02-25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.23
1982-02-26,22.8,14.0,11.0,10.0,12.0,14.0,13.0,9.57,6.83
1982-02-27,36.9,25.0,24.0,22.0,26.0,33.0,24.0,26.43,6.63
1982-02-28,6.6,7.0,7.0,9.0,8.0,20.0,5.0,22.76,6.23
1982-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.94,5.43
1982-03-02,23.0,24.0,18.0,18.0,20.0,21.0,19.0,57.44,4.43
1982-03-03,3.0,12.0,20.0,30.0,28.0,43.0,27.0,62.43,7.53
1982-03-04,0.5,0.0,0.0,1.0,1.0,1.0,1.0,45.04,11.93
1982-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.59,14.83
1982-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,9.33
1982-03-07,3.3,0.0,0.0,0.0,0.0,0.0,0.0,28.1,7.53
1982-03-08,24.9,13.0,5.0,6.0,6.0,8.0,4.0,32.28,6.53
1982-03-09,32.9,13.0,6.0,4.0,8.0,6.0,8.0,65.67,7.33
1982-03-10,46.3,35.0,29.0,28.0,37.0,35.0,29.0,117.56,7.23
1982-03-11,41.2,37.0,38.0,35.0,35.0,37.0,35.0,90.55,11.23
1982-03-12,1.1,5.0,0.0,0.0,0.0,0.0,0.0,55.49,14.53
1982-03-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.07,12.93
1982-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.52,13.73
1982-03-15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.43
1982-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.19,15.23
1982-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96,12.93
1982-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05,12.93
1982-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,14.63
1982-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16,16.23
1982-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94,13.83
1982-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,12.13
1982-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13,16.23
1982-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83,10.83
1982-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,6.23
1982-03-26,3.6,4.0,3.0,1.0,1.0,2.0,3.0,17.85,8.63
1982-03-27,3.3,0.0,0.0,0.0,0.0,0.0,0.0,21.23,5.93
1982-03-28,2.4,0.0,0.0,0.0,0.0,0.0,0.0,16.68,7.03
1982-03-29,0.4,0.0,0.0,0.0,0.0,0.0,0.0,16.74,10.43
1982-03-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73,14.63
1982-03-31,0.6,0.0,0.0,0.0,0.0,0.0,0.0,14.66,13.53
1982-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11,15.23
1982-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,14.93
1982-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,15.83
1982-04-04,2.8,1.0,0.0,1.0,6.0,1.0,3.0,17.36,8.03
1982-04-05,39.8,22.0,18.0,16.0,14.0,12.0,16.0,20.61,6.23
1982-04-06,9.9,13.0,12.0,5.0,13.0,11.0,9.0,16.96,5.43
1982-04-07,1.2,1.0,0.0,1.0,0.0,1.0,0.0,15.1,6.93
1982-04-08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,15.25,8.93
1982-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42,6.53
1982-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,6.83
1982-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,12.93
1982-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,12.33
1982-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,14.03
1982-04-14,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.18,8.03
1982-04-15,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.76,10.43
1982-04-16,0.3,0.0,0.0,0.0,0.0,0.0,0.0,11.05,14.23
1982-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,13.43
1982-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.93
1982-04-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,11.73
1982-04-20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.92,13.03
1982-04-21,1.2,1.0,1.0,1.0,1.0,1.0,0.0,9.94,16.73
1982-04-22,2.0,1.0,1.0,0.0,0.0,0.0,0.0,11.39,10.43
1982-04-23,13.3,15.0,10.0,13.0,10.0,17.0,13.0,20.13,10.83
1982-04-24,46.4,35.0,24.0,9.0,14.0,8.0,17.0,15.67,10.93
1982-04-25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,15.66,11.13
1982-04-26,8.0,6.0,6.0,6.0,7.0,6.0,6.0,17.04,16.43
1982-04-27,0.0,0.0,3.0,0.0,4.0,0.0,0.0,31.7,15.03
1982-04-28,57.4,32.0,14.0,8.0,9.0,4.0,5.0,27.34,13.23
1982-04-29,0.0,0.0,10.0,26.1,22.0,23.0,15.0,16.86,13.13
1982-04-30,3.1,3.0,2.0,13.0,4.0,8.0,4.0,16.58,14.33
1982-05-01,13.1,12.0,14.0,6.0,6.0,6.0,8.0,18.56,15.63
1982-05-02,1.4,1.0,0.0,1.0,2.0,2.0,2.0,24.42,24.93
1982-05-03,41.2,31.0,27.0,25.0,0.0,32.0,26.0,47.4,14.83
1982-05-04,1.6,20.0,20.0,11.0,23.0,7.0,7.0,35.67,17.33
1982-05-05,0.0,0.0,0.0,0.0,24.0,0.0,0.0,26.58,16.53
1982-05-06,8.5,9.0,0.0,0.0,0.0,0.0,0.0,25.59,15.03
1982-05-07,28.0,16.0,0.0,14.0,0.0,30.0,12.0,45.71,14.93
1982-05-08,41.0,6.0,0.0,1.0,1.0,1.0,0.0,30.3,16.13
1982-05-09,4.5,2.0,1.0,0.0,1.0,2.0,1.0,24.6,19.43
1982-05-10,1.5,0.0,0.0,0.0,0.0,0.0,0.0,21.44,18.93
1982-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68,20.23
1982-05-12,4.0,30.0,23.0,4.0,7.0,1.0,3.0,27.81,17.93
1982-05-13,3.0,4.0,0.0,2.0,0.0,1.0,0.0,25.85,18.63
1982-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42,12.23
1982-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.21,11.93
1982-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,17.43
1982-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15,20.13
1982-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,20.13
1982-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55,20.43
1982-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,18.83
1982-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17,14.63
1982-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,18.63
1982-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,16.73
1982-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,17.93
1982-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,19.23
1982-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.21,19.33
1982-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,17.93
1982-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.05,18.63
1982-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.26,18.33
1982-05-30,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.42,18.03
1982-05-31,4.0,2.0,2.0,1.0,3.0,3.0,2.0,15.14,16.73
1982-06-01,26.5,16.0,24.0,36.0,50.0,59.0,28.0,15.76,21.13
1982-06-02,0.3,0.0,7.0,21.0,3.0,1.0,5.0,22.89,18.93
1982-06-03,63.1,36.0,28.0,25.0,26.0,38.0,27.0,43.12,19.23
1982-06-04,13.9,11.0,15.0,12.0,22.0,9.0,23.0,30.65,15.73
1982-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.86,16.13
1982-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,15.23
1982-06-07,7.6,6.0,3.0,2.0,3.0,3.0,0.0,22.04,13.63
1982-06-08,24.2,18.0,10.0,9.0,11.0,11.0,9.0,25.71,14.93
1982-06-09,35.4,16.0,10.0,7.0,6.0,9.0,9.0,53.44,14.33
1982-06-10,43.1,36.0,20.0,20.0,12.0,19.0,18.0,45.65,15.43
1982-06-11,22.8,18.0,11.0,6.0,7.0,4.0,8.0,37.05,17.03
1982-06-12,2.6,3.0,1.0,0.0,0.0,0.0,1.0,27.53,20.03
1982-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,20.03
1982-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,19.73
1982-06-15,1.4,25.0,41.0,0.0,2.0,0.0,22.0,24.34,19.03
1982-06-16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.11,20.63
1982-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56,20.93
1982-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19,22.03
1982-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06,20.73
1982-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,21.63
1982-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84,21.13
1982-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,20.33
1982-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.63
1982-06-24,64.8,51.0,40.0,26.0,22.0,17.0,28.0,26.29,13.43
1982-06-25,24.8,23.0,14.0,9.0,8.0,9.0,9.0,26.07,14.03
1982-06-26,18.3,9.0,6.0,2.0,2.0,1.0,4.0,21.37,17.63
1982-06-27,0.0,0.0,0.0,2.0,0.0,0.0,1.0,17.0,19.53
1982-06-28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.34,20.03
1982-06-29,35.0,45.0,50.0,50.0,28.0,30.0,51.0,64.22,18.83
1982-06-30,68.2,52.0,6.0,4.0,13.0,1.0,15.0,57.4,19.03
1982-07-01,0.3,35.0,29.0,60.0,16.0,8.0,24.0,71.78,19.23
1982-07-02,41.4,24.0,6.0,16.0,4.0,8.0,3.0,114.13,16.73
1982-07-03,2.2,0.0,30.0,69.0,36.0,52.0,62.0,87.14,16.83
1982-07-04,0.6,1.0,1.0,4.0,0.0,3.0,2.0,121.27,16.43
1982-07-05,156.4,58.0,42.0,65.0,54.0,45.0,59.0,241.94,18.93
1982-07-06,35.1,150.0,78.0,53.0,28.0,56.0,63.0,223.59,18.53
1982-07-07,0.8,49.0,0.0,9.0,3.0,10.0,17.0,121.3,18.93
1982-07-08,9.2,20.0,7.0,0.0,1.0,0.0,3.0,88.19,20.13
1982-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.41,19.23
1982-07-10,0.5,30.0,14.0,20.0,27.0,14.0,17.0,86.02,17.53
1982-07-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.44,20.33
1982-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.88,20.73
1982-07-13,0.0,0.0,1.0,0.0,2.0,11.0,0.0,61.04,19.93
1982-07-14,2.9,8.0,0.0,34.0,3.0,26.0,15.0,57.98,20.83
1982-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.23,18.43
1982-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.15,19.63
1982-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.47,20.13
1982-07-18,51.2,4.0,9.0,0.0,0.0,0.0,0.0,42.41,19.73
1982-07-19,6.5,22.0,0.0,5.0,9.0,2.0,0.0,43.04,20.23
1982-07-20,0.0,28.0,4.0,0.0,0.0,3.0,0.0,37.91,21.63
1982-07-21,0.6,0.0,0.0,0.0,0.0,0.0,0.0,34.0,20.13
1982-07-22,0.5,5.0,2.0,2.0,11.0,0.0,7.0,36.3,20.23
1982-07-23,0.0,0.0,0.0,3.0,0.0,2.0,1.0,30.17,20.13
1982-07-24,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.64,20.03
1982-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,20.63
1982-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.79,21.03
1982-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11,20.43
1982-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.09,19.43
1982-07-29,8.8,89.0,93.0,150.0,37.0,195.0,136.0,846.47,18.43
1982-07-30,25.7,159.0,107.0,98.0,61.0,138.0,139.0,286.67,17.63
1982-07-31,6.3,5.0,7.0,5.0,5.0,5.0,10.0,224.55,17.63
1982-08-01,40.6,44.0,37.0,26.0,37.0,38.0,34.0,169.09,20.03
1982-08-02,73.3,0.0,0.0,0.0,0.0,0.0,0.0,122.39,18.73
1982-08-03,0.2,0.0,0.0,0.0,0.0,9.0,0.0,106.26,20.13
1982-08-04,51.3,2.0,0.0,14.0,6.0,19.0,2.0,94.76,21.13
1982-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.43,20.53
1982-08-06,1.3,0.0,0.0,0.0,0.0,0.0,0.0,69.04,19.33
1982-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.04,19.63
1982-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.59,19.83
1982-08-09,0.0,1.0,10.0,66.0,3.0,6.0,38.0,182.69,17.63
1982-08-10,74.5,135.0,169.0,134.0,200.0,138.0,132.0,856.16,18.33
1982-08-11,46.1,55.0,115.0,80.0,115.0,98.0,37.0,396.52,20.43
1982-08-12,13.3,10.0,11.0,15.0,15.0,32.0,11.0,211.82,21.33
1982-08-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,165.57,21.13
1982-08-14,0.3,0.0,0.0,0.0,0.0,0.0,0.0,145.5,21.33
1982-08-15,0.0,0.0,0.0,1.0,0.0,1.0,2.0,98.68,20.93
1982-08-16,0.0,0.0,1.0,4.0,0.0,2.0,4.0,122.22,19.03
1982-08-17,65.9,56.0,34.0,46.0,30.0,26.0,40.0,138.62,18.23
1982-08-18,42.1,17.0,11.0,8.0,0.0,16.0,7.0,102.65,20.23
1982-08-19,0.0,1.0,2.0,1.0,8.0,3.0,0.0,87.94,18.73
1982-08-20,0.0,0.0,9.0,4.0,23.0,2.0,4.0,77.52,20.13
1982-08-21,0.0,0.0,0.0,5.0,0.0,0.0,0.0,68.84,19.73
1982-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,19.83
1982-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.61,19.73
1982-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.29,20.53
1982-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.45,18.93
1982-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16,18.63
1982-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.71,20.33
1982-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.16,21.83
1982-08-29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.59,19.93
1982-08-30,0.0,0.0,0.0,4.0,24.0,1.0,0.0,33.74,20.93
1982-08-31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.36,19.93
1982-09-01,38.7,63.0,8.0,0.0,1.0,0.0,3.0,33.78,20.13
1982-09-02,0.0,0.0,1.0,1.0,1.0,0.0,1.0,30.63,18.53
1982-09-03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.92,20.43
1982-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.62,19.33
1982-09-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.53,19.83
1982-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.93,20.03
1982-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97,20.73
1982-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.88,18.93
1982-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15,20.63
1982-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66,16.73
1982-09-11,3.6,6.0,1.0,1.0,0.0,0.0,1.0,20.36,17.63
1982-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53
1982-09-13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.65,16.33
1982-09-14,1.4,3.0,4.0,1.0,2.0,1.0,1.0,20.71,16.63
1982-09-15,0.5,1.0,2.0,5.0,2.0,2.0,1.0,19.62,19.93
1982-09-16,0.0,1.0,0.0,7.0,1.0,6.0,1.0,23.01,18.43
1982-09-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.48,18.63
1982-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84,19.23
1982-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,19.73
1982-09-20,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.81,17.83
1982-09-21,20.1,7.0,5.0,24.0,3.0,19.0,11.0,57.15,16.33
1982-09-22,33.4,44.0,64.0,46.0,28.0,24.0,32.0,153.38,15.23
1982-09-23,78.9,114.0,57.0,33.0,31.0,0.0,56.0,101.45,14.43
1982-09-24,6.2,6.0,4.0,2.0,2.0,0.0,7.0,55.22,15.03
1982-09-25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.54,14.23
1982-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.47,15.43
1982-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,17.33
1982-09-28,0.0,0.0,0.0,1.0,0.0,2.0,0.0,28.98,16.53
1982-09-29,0.0,0.0,1.0,1.0,0.0,1.0,1.0,25.64,18.13
1982-09-30,0.0,4.0,6.0,18.0,7.0,3.0,2.0,31.28,17.33
1982-10-01,1.3,18.0,0.0,1.0,0.0,0.0,0.0,29.25,18.83
1982-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.68,18.93
1982-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.61,17.83
1982-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.35,18.03
1982-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42,18.33
1982-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.37,14.93
1982-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,15.13
1982-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,14.53
1982-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,15.83
1982-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13,15.93
1982-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,15.33
1982-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.17,16.83
1982-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,16.13
1982-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,18.13
1982-10-15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.46,18.33
1982-10-16,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17.1,16.13
1982-10-17,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.82,14.53
1982-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.26,16.43
1982-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,15.43
1982-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,14.43
1982-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.93
1982-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.03,14.93
1982-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,15.43
1982-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,12.83
1982-10-25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.58,10.93
1982-10-26,10.3,8.0,0.0,2.0,0.0,0.0,4.0,15.66,12.53
1982-10-27,14.6,13.0,4.0,3.0,2.0,3.0,0.0,14.52,15.43
1982-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.61,16.83
1982-10-29,0.0,0.0,9.0,1.0,1.0,0.0,4.0,12.85,18.03
1982-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,17.63
1982-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,16.93
1982-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,14.83
1982-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,13.93
1982-11-03,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.17,16.03
1982-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.83
1982-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,17.53
1982-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93,16.73
1982-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,15.43
1982-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,16.33
1982-11-09,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.54,15.03
1982-11-10,17.7,36.0,4.0,4.0,5.0,0.0,4.0,11.09,7.13
1982-11-11,6.9,9.0,8.0,11.0,8.0,2.0,10.0,11.23,7.83
1982-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77,12.33
1982-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67,14.43
1982-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,16.63
1982-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,14.13
1982-11-16,2.0,1.0,1.0,2.0,0.0,0.0,0.0,17.26,12.23
1982-11-17,64.8,42.0,36.0,22.0,45.0,31.0,31.0,20.81,11.93
1982-11-18,1.6,3.0,4.0,6.0,5.0,7.0,4.0,14.27,14.23
1982-11-19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,11.67,13.43
